MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SalePrice
3,1,2,3,3,0,4,0,5,2,2,0,2,8,2002,2002,3,1,12,13,1,281.0,2,4,2,2,3,3,5,5,1777,1,0,1,4,1795,1795,2,2,7,6,1,2,1,2002.0,1,2,534,4,4,2,3,4,4,230000
4,1,2,3,3,0,4,0,10,2,2,4,2,5,1976,1976,1,1,5,5,2,0.0,3,4,2,2,3,3,2,5,1040,1,4,1,4,1060,1060,1,3,6,6,1,4,1,1976.0,2,2,572,4,4,2,3,4,4,129900
3,1,2,0,3,0,4,0,19,2,2,0,2,5,1968,2001,1,1,9,10,2,0.0,3,2,1,3,3,2,4,0,1060,1,0,1,4,1060,1060,1,2,6,6,1,4,1,1968.0,2,1,270,4,4,2,3,2,4,154000
3,1,2,3,3,0,0,0,16,2,2,0,2,8,2007,2007,1,1,12,13,3,640.0,2,4,2,2,3,3,5,5,1566,1,0,1,4,1600,1600,2,2,7,6,1,2,1,2007.0,1,3,890,4,4,2,3,4,4,256300
3,1,2,3,3,0,0,0,12,2,2,0,2,5,1951,2000,1,1,13,14,2,0.0,3,4,1,3,3,2,1,4,900,1,4,1,4,900,900,1,2,5,6,0,5,5,2005.0,2,2,576,4,4,2,3,4,4,134800
3,1,2,3,3,0,4,0,16,2,2,0,2,8,2007,2008,1,1,12,13,3,200.0,2,4,2,0,3,3,2,5,1704,1,0,1,4,1704,1704,2,2,7,6,1,2,1,2008.0,1,3,772,4,4,2,3,4,4,306000
3,1,2,0,3,0,1,0,12,2,2,0,2,5,1957,1997,1,1,8,8,2,0.0,3,4,1,3,3,1,1,5,1484,1,4,1,4,1600,1600,1,3,6,6,2,2,1,1957.0,1,1,319,4,4,2,3,4,4,207500
4,1,2,0,3,0,4,0,3,1,7,0,2,4,1927,1950,1,1,8,8,2,0.0,3,4,0,3,3,3,5,5,520,1,1,0,4,520,520,1,1,4,6,0,5,5,1920.0,2,1,240,1,4,2,3,4,4,68500
0,1,1,3,3,0,4,0,9,1,2,0,5,4,1920,1950,2,1,3,3,2,0.0,3,1,0,3,3,3,5,5,649,1,4,0,4,649,1317,1,3,6,6,0,5,5,1920.0,2,1,250,4,1,0,3,2,4,40000
3,1,2,0,3,0,1,0,19,2,2,0,2,5,1966,2006,1,1,6,6,2,0.0,3,4,1,3,3,3,5,5,1228,1,2,1,4,1228,1228,1,2,6,6,0,5,1,1966.0,2,1,271,4,4,2,3,2,4,149350
3,1,2,3,3,0,0,0,5,2,2,0,2,8,2007,2007,1,1,12,13,2,0.0,2,4,2,0,3,0,5,5,1234,1,0,1,4,1234,1234,2,2,7,6,0,5,1,2007.0,1,2,484,4,4,2,3,4,4,179900
3,1,2,0,3,0,4,0,12,2,2,0,2,5,1959,1959,3,1,3,3,2,0.0,3,4,1,3,3,3,4,5,1398,1,2,1,4,1700,1700,1,2,6,6,1,2,1,1959.0,1,2,447,4,4,2,3,4,4,165500
3,1,2,3,3,0,4,0,16,2,2,4,2,9,2005,2005,3,1,8,8,1,246.0,0,4,2,0,3,3,2,5,1561,1,0,1,4,1561,1561,2,0,6,6,1,2,1,2005.0,0,2,556,4,4,2,3,4,4,277500
3,1,2,3,3,0,4,0,16,2,2,0,5,8,2004,2005,1,1,12,13,3,132.0,2,4,2,0,3,0,5,5,1117,1,0,1,4,1132,2452,3,2,9,6,1,2,3,2004.0,0,3,691,4,4,2,3,4,4,309000
3,1,2,3,3,0,0,0,5,2,2,0,2,5,1994,1995,1,1,12,13,2,0.0,3,4,2,2,3,3,5,5,1097,1,0,1,4,1097,1097,1,3,6,6,0,5,1,1995.0,2,2,672,4,4,2,3,4,4,145000
3,1,2,3,3,0,4,0,12,2,2,0,2,5,1954,1990,3,1,13,14,1,650.0,3,4,1,3,3,3,4,5,1297,1,2,1,4,1297,1297,1,3,5,6,1,4,1,1954.0,0,2,498,4,4,2,3,4,4,153000
3,1,2,3,3,0,4,0,12,2,2,0,2,5,1953,2007,1,1,12,13,2,0.0,3,2,1,3,3,3,2,5,1057,1,4,1,4,1057,1057,1,2,5,6,0,5,5,1953.0,2,1,246,4,4,2,3,4,4,109000
3,1,2,3,3,0,4,0,7,2,2,2,2,4,1955,1955,1,1,0,10,2,0.0,3,4,2,4,4,4,6,6,0,1,4,0,2,1152,1152,2,1,6,6,0,5,6,0.0,3,0,0,5,5,0,3,4,4,82000
3,1,2,3,3,0,4,0,12,2,2,0,2,6,1965,1965,1,1,13,14,1,101.0,3,4,1,3,3,3,4,5,1088,1,0,1,4,1324,1324,2,3,6,6,1,4,1,1965.0,1,2,440,4,4,2,3,1,4,160000
3,1,2,3,3,0,4,0,23,2,2,0,2,5,1959,1959,1,1,12,13,2,0.0,3,2,1,3,3,1,1,5,1350,1,2,1,4,1328,1328,1,3,5,6,2,2,1,1959.0,1,1,308,4,4,1,3,4,4,170000
3,1,2,0,3,0,1,0,20,2,2,0,6,5,1983,1983,1,1,6,6,2,0.0,3,4,1,2,3,0,0,3,840,1,2,1,4,884,884,1,2,5,6,0,5,1,1983.0,1,2,504,4,2,2,3,2,4,144000
3,1,2,0,3,0,1,0,5,2,2,0,2,5,1975,1980,3,1,12,13,2,0.0,3,4,1,2,3,0,3,1,938,1,4,1,4,938,938,1,3,5,6,0,5,5,1977.0,2,1,308,4,4,2,3,2,4,130250
3,1,2,3,3,0,4,0,12,2,2,0,2,5,1959,1959,1,1,3,14,2,0.0,3,4,1,3,3,3,0,1,1150,1,0,1,0,1150,1150,1,3,6,6,0,5,1,1959.0,1,1,300,4,4,2,3,4,4,141000
3,1,2,3,3,0,4,0,16,2,2,4,2,9,2005,2005,3,1,8,8,1,412.0,0,4,2,0,3,3,2,5,1752,1,0,1,4,1752,1752,2,0,6,6,1,2,1,2005.0,1,2,576,4,4,2,3,4,4,319900
3,1,2,0,3,0,1,0,11,2,2,0,0,7,2003,2003,1,1,12,13,2,0.0,2,4,2,0,3,3,2,5,1434,1,0,1,4,1518,2149,1,2,6,6,1,0,1,2003.0,1,2,670,4,4,2,3,4,4,239686
1,1,2,3,3,0,4,0,21,2,2,0,2,8,2006,2006,1,1,12,13,2,0.0,2,4,2,2,3,0,2,5,1656,1,0,1,4,1656,1656,2,2,7,6,0,5,1,2006.0,1,3,826,4,4,2,3,4,4,249700
4,1,2,3,3,0,4,0,17,2,2,1,5,4,1920,2008,1,1,8,8,2,0.0,3,4,0,3,3,3,5,5,736,1,2,1,4,736,1452,2,3,8,6,0,5,6,0.0,3,0,0,5,5,0,3,4,4,113000
3,1,2,3,3,0,4,0,19,2,2,0,2,5,1966,1966,1,1,6,6,2,0.0,3,4,1,3,3,3,1,5,955,1,0,1,4,955,955,1,3,6,6,0,5,1,1966.0,2,1,386,4,4,2,3,2,4,127000
3,1,2,1,3,0,0,0,8,2,2,0,5,6,1997,1997,1,1,12,13,2,0.0,3,4,2,2,3,0,2,5,794,1,2,1,4,794,1470,2,3,6,6,0,5,1,1997.0,0,2,388,4,4,2,3,4,4,177000
4,1,2,3,3,0,4,0,3,2,2,0,0,6,1934,1950,1,1,13,14,2,0.0,3,4,2,3,3,3,5,5,816,1,4,1,4,816,1176,1,3,6,6,1,2,5,1985.0,2,2,528,4,4,2,3,2,2,114500
4,0,2,1,0,0,0,1,9,8,2,2,2,5,1963,1963,1,1,13,14,2,0.0,1,4,1,2,3,1,3,2,816,1,4,0,4,816,816,1,3,5,6,0,5,4,1963.0,2,2,516,4,4,2,3,4,4,110000
3,1,2,0,2,0,4,0,24,2,2,0,2,9,1981,1987,1,7,14,15,2,0.0,2,4,1,0,3,1,2,5,1842,1,2,1,4,1842,1842,0,2,5,6,1,2,1,1981.0,0,3,894,4,4,2,3,4,4,385000
3,1,2,3,0,0,4,1,12,2,2,0,7,5,1955,1955,1,1,8,8,2,0.0,3,4,1,3,3,3,0,5,384,1,4,1,4,1360,1360,1,3,6,2,1,4,5,1962.0,2,2,572,4,4,2,3,2,4,130000
3,1,2,0,3,0,4,0,12,2,2,0,2,6,1964,1964,1,1,6,10,1,272.0,3,4,1,3,3,3,1,5,1425,1,2,1,4,1425,1425,2,3,7,6,1,2,1,1964.0,1,2,576,4,4,2,3,4,4,180500
1,1,1,3,3,0,4,0,21,2,2,3,5,8,1999,2000,1,1,8,8,1,456.0,2,4,2,2,3,3,2,5,970,1,0,1,4,983,1739,2,2,7,6,0,5,1,1999.0,0,2,480,4,4,2,3,4,4,172500
3,1,2,0,3,0,0,0,5,2,2,0,5,7,2004,2004,1,1,12,13,2,0.0,2,4,2,2,3,3,5,5,860,1,0,1,4,860,1720,2,2,7,6,0,5,1,2004.0,1,2,565,4,4,2,3,4,4,196500
3,1,2,1,1,0,1,0,22,2,2,0,5,10,2006,2006,3,1,12,13,1,1031.0,0,4,2,0,3,1,5,5,1410,1,0,1,4,1426,2945,3,2,10,6,1,2,3,2006.0,0,3,641,4,4,2,3,4,4,438780
3,1,2,3,0,0,4,0,5,2,2,0,2,5,1972,1972,1,1,6,6,2,0.0,3,4,1,3,3,0,0,5,780,1,0,1,4,780,780,1,3,4,6,0,5,5,1973.0,2,1,352,4,4,2,3,2,4,124900
3,1,2,3,3,0,4,0,20,5,2,0,2,6,2004,2004,1,1,12,13,2,0.0,3,4,2,2,3,3,0,5,1158,1,0,1,4,1158,1158,1,2,5,6,0,5,5,2006.0,2,2,576,4,4,2,3,4,4,158000
4,1,2,3,3,0,4,0,9,2,2,0,4,5,1920,1996,1,1,8,8,2,0.0,3,4,0,3,0,3,5,5,530,1,4,0,4,581,1111,1,1,6,6,0,5,5,1935.0,2,1,288,4,4,0,3,4,4,101000
3,1,2,0,3,0,4,0,16,2,2,4,2,8,2006,2006,1,1,12,13,3,178.0,2,4,2,2,1,2,2,5,1370,1,0,1,4,1370,1370,2,2,6,6,1,2,1,2006.0,1,2,484,4,4,2,3,4,4,202500
4,1,2,0,0,0,4,0,17,6,1,0,5,7,1921,1950,1,1,11,12,2,0.0,3,4,0,3,3,3,5,5,576,1,2,1,4,902,1710,2,3,9,6,0,5,5,1990.0,2,2,480,4,4,2,3,0,4,140000
3,1,2,3,3,0,4,0,5,2,2,0,5,7,1997,1998,1,1,12,13,1,573.0,3,4,2,2,3,3,2,5,1057,1,0,1,4,1057,2034,2,2,8,6,0,5,1,1998.0,1,2,645,4,4,2,3,0,4,219500
3,1,2,3,3,0,4,0,16,2,2,0,5,8,2004,2005,1,1,12,13,1,344.0,2,4,2,0,3,0,5,5,1143,1,0,1,4,1143,2473,2,2,9,6,1,2,3,2004.0,1,3,852,4,4,2,3,4,4,317000
3,1,2,3,3,0,4,0,12,3,2,0,2,7,1970,1989,1,1,9,10,1,287.0,3,4,1,2,3,1,2,5,1947,1,4,1,4,2207,2207,2,3,7,2,1,2,1,1970.0,1,2,576,4,4,2,3,4,4,180000
3,1,2,0,3,0,4,0,5,2,2,0,2,7,2003,2003,1,1,12,13,1,167.0,2,4,2,2,3,0,2,5,1453,1,0,1,4,1479,1479,2,2,7,6,0,5,1,2003.0,1,2,558,4,4,2,3,4,4,226000
4,1,2,3,3,0,0,0,17,0,2,0,2,4,1945,1950,1,1,8,8,2,0.0,3,2,1,3,3,3,5,5,747,1,4,1,4,747,747,1,3,4,6,0,5,1,1945.0,2,1,220,4,4,2,3,4,4,80000
3,1,2,3,3,0,0,0,4,2,2,0,0,7,1953,1953,1,1,3,0,2,0.0,2,4,1,3,3,3,1,5,1304,2,4,1,4,1304,2287,2,3,7,6,1,4,1,1953.0,0,2,667,4,4,2,3,4,4,225000
3,1,2,0,3,0,4,0,12,2,2,0,2,7,1973,1973,1,1,9,10,1,1115.0,3,2,1,2,3,1,0,5,2223,1,0,1,4,2223,2223,2,3,8,6,2,2,1,1973.0,0,2,516,4,4,2,3,4,4,244000
3,1,2,3,3,0,0,0,11,2,2,0,2,4,1982,2006,1,1,6,10,2,0.0,3,4,1,3,3,3,0,5,845,1,4,1,4,845,845,1,3,4,6,0,5,5,1987.0,2,2,360,4,4,2,3,4,4,129500
3,1,2,0,3,0,0,0,8,2,2,0,5,7,1998,1998,1,1,12,13,1,40.0,3,4,2,2,3,3,5,5,832,1,2,1,4,885,1718,2,3,7,6,1,4,1,1998.0,0,2,427,4,4,2,3,4,4,185000
3,1,2,3,3,0,4,0,12,2,2,0,2,5,1954,2003,1,1,13,14,1,104.0,3,4,1,3,3,3,0,1,1086,1,2,1,4,1086,1086,1,3,6,6,0,5,1,1989.0,2,2,490,4,4,2,3,1,4,144900
4,1,2,3,3,0,0,0,17,2,2,0,5,3,1915,1950,2,1,12,13,2,0.0,2,2,1,1,3,3,5,5,840,1,2,0,4,840,1605,2,3,8,6,0,5,5,1915.0,2,1,379,4,4,2,3,4,4,107400
4,1,2,3,3,0,4,0,10,2,2,3,7,4,1973,1973,1,1,5,5,2,0.0,3,4,1,2,3,1,2,5,462,1,4,1,4,526,988,1,3,5,6,0,5,3,1973.0,2,1,297,4,4,2,3,1,4,91000
3,1,2,0,3,0,4,0,12,2,2,0,2,4,1956,1956,1,1,12,13,2,0.0,3,4,1,3,3,3,0,5,952,1,0,1,0,952,952,1,3,4,6,0,5,5,1956.0,2,1,283,4,4,2,3,4,4,135750
4,1,2,3,3,0,4,0,3,2,2,0,0,5,1948,2001,1,1,13,14,2,0.0,3,4,1,3,3,3,1,2,672,1,4,1,4,1072,1285,1,3,6,2,0,5,5,1948.0,2,1,240,4,4,2,3,2,4,127000
3,1,2,3,3,0,4,0,19,2,2,2,2,4,1968,1968,3,1,6,6,2,0.0,3,4,1,3,3,3,5,5,1768,1,4,0,4,1768,1768,2,3,8,6,0,5,6,0.0,3,0,0,5,5,2,3,4,4,136500
4,1,0,3,3,0,0,0,17,2,2,0,5,5,1910,1981,1,1,13,14,2,0.0,3,4,2,3,3,3,5,5,440,1,2,1,4,682,1230,1,3,5,6,0,5,5,1966.0,2,2,440,4,4,2,3,2,4,110000
3,1,2,3,3,0,0,0,12,2,2,0,5,6,1968,1968,1,1,12,13,1,576.0,3,2,1,2,3,3,4,5,896,1,4,1,4,1182,2142,2,2,8,6,1,2,1,1968.0,0,1,509,4,4,2,3,4,4,193500
4,1,2,3,3,0,2,0,11,2,2,4,2,6,1998,1998,3,1,12,13,1,443.0,3,2,2,0,1,3,2,5,1237,1,0,1,4,1337,1337,2,3,5,6,0,5,1,1998.0,0,2,405,4,4,2,3,4,4,153500
3,1,2,3,3,0,4,0,21,2,2,0,2,8,2007,2007,1,1,12,13,3,468.0,3,4,2,2,3,3,2,5,1563,1,0,1,4,1563,1563,2,2,6,6,1,2,1,2007.0,1,3,758,4,4,2,3,4,4,245000
3,1,2,0,3,0,4,0,12,2,2,0,2,5,1960,1960,1,1,8,8,0,66.0,3,4,1,3,3,3,5,5,1065,1,2,1,4,1065,1065,1,3,6,6,0,5,5,1974.0,2,2,461,4,4,2,3,4,4,126500
3,1,2,0,3,0,4,0,8,2,2,0,7,7,1995,1996,1,1,6,6,1,22.0,3,4,2,2,3,3,5,5,384,1,2,1,4,804,1474,2,3,7,6,1,4,3,1995.0,0,2,400,4,4,2,3,4,2,168500
3,1,2,3,3,0,0,0,15,2,2,0,5,8,1991,1992,3,1,6,6,1,284.0,2,4,1,2,3,3,5,5,1288,1,0,1,4,1301,2417,2,2,9,6,1,4,1,1991.0,2,2,462,4,4,2,3,4,4,260000
3,1,2,1,3,0,4,0,8,2,2,0,5,6,2005,2005,1,1,12,13,2,0.0,2,4,2,2,3,0,5,5,684,1,0,1,4,684,1560,2,2,6,6,1,2,3,2005.0,0,2,400,4,4,2,3,4,4,174000
1,1,1,3,3,0,0,0,21,2,2,4,5,6,2009,2009,1,1,12,13,3,76.0,2,4,2,2,3,0,5,5,612,1,0,1,4,612,1224,2,2,4,6,0,5,5,2009.0,1,2,528,4,4,2,3,4,4,164500
0,1,2,0,3,0,0,0,9,1,1,0,0,3,1915,1982,3,1,9,10,2,0.0,1,1,1,3,0,3,5,5,1013,1,4,0,4,1013,1526,1,1,6,6,0,5,6,0.0,3,0,0,5,5,0,3,2,4,85000
3,1,2,3,3,0,4,0,5,2,2,0,2,4,1994,1995,1,1,12,13,2,0.0,3,4,2,2,3,3,2,5,990,1,0,1,4,990,990,1,3,5,6,0,5,6,0.0,3,0,0,5,5,2,3,4,4,123600
3,1,2,3,3,0,4,0,12,2,2,0,2,4,1950,1950,1,1,3,14,2,0.0,3,4,3,4,4,4,6,6,0,1,4,1,0,1040,1040,1,3,4,6,0,5,5,1950.0,2,2,420,4,4,2,3,4,4,109900
3,1,2,3,3,0,4,0,12,2,2,0,2,5,1961,1961,3,1,6,6,0,203.0,3,4,1,3,3,3,4,5,1235,1,4,1,4,1235,1235,1,3,6,6,0,5,1,1961.0,2,2,480,4,4,2,3,1,4,98600
3,1,0,0,1,0,4,0,6,2,2,0,2,5,1921,2006,1,1,13,14,2,0.0,3,2,0,2,3,3,0,5,876,1,0,1,4,964,964,1,3,5,6,0,5,5,1921.0,2,2,432,4,4,2,3,4,4,163500
0,1,2,3,3,0,0,0,17,2,2,1,4,6,1910,1998,3,1,8,8,2,0.0,3,4,0,3,0,2,4,5,1214,2,0,0,4,1260,2291,2,3,9,6,1,2,5,1900.0,2,2,506,4,4,2,3,4,4,133900
3,1,2,0,3,0,4,0,5,2,2,0,5,6,1997,1997,1,1,12,13,2,0.0,3,2,2,2,3,3,2,5,824,1,0,1,4,905,1786,2,2,7,6,0,5,1,1997.0,1,2,684,4,4,2,3,4,4,204750
3,1,2,1,3,0,0,0,8,2,2,0,5,6,1993,1993,1,1,12,13,1,68.0,0,2,2,2,1,3,0,5,680,1,2,1,4,680,1470,2,3,6,6,1,4,3,1993.0,0,2,420,4,4,2,3,4,2,185000
3,1,2,0,3,0,4,0,5,2,2,0,2,7,1999,1999,1,1,12,13,1,183.0,2,4,2,2,3,0,0,5,1588,1,0,1,4,1588,1588,2,2,6,6,0,5,1,1999.0,1,2,472,4,4,2,3,4,4,214000
3,1,2,3,1,0,4,0,7,2,2,0,2,4,1965,1965,3,1,6,6,1,48.0,3,4,1,3,3,3,4,5,960,1,4,1,1,960,960,1,3,6,6,0,5,1,1965.0,0,1,432,4,4,1,3,4,4,94750
3,1,2,3,3,0,0,0,7,2,2,0,2,5,1920,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,0,5,458,1,1,0,4,835,835,1,3,5,6,0,5,2,1920.0,2,1,366,1,4,2,3,4,2,83000
3,1,2,0,3,0,4,0,12,2,2,0,2,4,1959,1959,1,1,9,10,2,0.0,3,4,1,3,3,3,0,5,950,1,1,1,4,1225,1225,1,3,6,6,0,5,6,0.0,3,0,0,5,5,2,3,4,2,128950
3,1,2,0,3,0,4,0,14,2,2,0,2,6,1977,2001,1,1,9,10,1,28.0,3,4,2,3,3,2,0,5,1610,1,2,1,4,1610,1610,2,2,6,6,2,4,1,1977.0,1,2,480,4,4,2,3,4,4,205000
3,1,2,3,3,0,4,0,20,2,2,0,5,6,1985,1985,1,1,6,6,1,336.0,2,4,1,2,3,3,5,5,741,1,4,1,4,977,1732,2,2,7,6,1,4,1,1985.0,0,2,476,4,4,2,3,4,4,178000
3,1,2,3,0,0,4,0,20,2,2,2,2,5,1979,1979,1,1,6,6,2,0.0,3,1,3,4,4,4,6,6,0,1,4,1,4,1535,1535,2,3,8,6,0,5,1,1979.0,2,2,410,4,4,2,3,4,4,118964
3,1,2,0,3,0,0,0,5,2,2,0,2,7,2009,2009,1,1,12,13,2,0.0,3,4,2,2,3,3,5,5,1226,1,0,1,4,1226,1226,2,2,6,6,0,5,1,2009.0,1,3,740,4,4,2,3,4,4,198900
4,1,2,3,3,0,0,0,9,2,2,0,0,7,1931,1950,1,1,11,12,1,600.0,3,1,2,3,3,3,3,5,1040,1,0,1,1,1226,1818,1,3,7,6,2,4,5,1951.0,2,1,240,4,4,2,3,4,4,169500
1,1,2,3,3,0,4,0,21,2,2,0,5,8,2003,2004,3,1,12,13,1,768.0,2,4,2,0,3,3,5,5,1053,1,0,1,4,1053,1992,2,2,9,6,1,2,1,2003.0,1,2,648,4,4,2,3,4,4,250000
4,1,0,3,3,0,4,0,17,2,2,0,2,4,1885,1995,4,1,12,13,2,0.0,3,4,0,1,3,3,5,5,641,1,2,1,4,1047,1047,1,3,6,6,0,5,5,1954.0,2,1,273,1,1,0,3,4,2,100000
4,1,2,3,3,0,4,0,17,2,2,0,2,5,1948,1950,1,1,12,13,2,0.0,3,4,1,3,3,3,0,1,789,1,0,1,4,789,789,1,3,5,6,0,5,5,1948.0,2,1,250,4,4,2,3,4,4,115000
4,1,2,3,3,0,0,0,9,0,2,0,0,5,1919,2005,1,1,5,5,2,0.0,3,4,1,3,3,3,5,5,793,2,4,0,1,997,1517,2,1,7,6,0,5,6,0.0,3,0,0,5,5,0,3,4,4,115000
3,1,2,0,3,0,4,0,14,2,2,0,2,6,1977,1977,3,1,9,10,1,480.0,3,4,1,2,3,3,1,5,1844,1,0,1,4,1844,1844,2,3,7,6,1,4,1,1977.0,1,2,546,4,4,2,3,2,4,190000
